,0,1
0,0.647686243057251,amt
1,0.22539912164211273,category
2,0.04199288785457611,age
3,0.013961086049675941,job
4,0.012544295750558376,unix_time
5,0.011525461450219154,cc_num
6,0.00973072461783886,merch_lat
7,0.00971576664596796,long
8,0.00958427507430315,lat
9,0.009041446261107922,trans_num
10,0.00881873443722725,merch_long
