,0,1
0,0.4711679220199585,category
1,0.26970386505126953,amt
2,0.0618133619427681,age
3,0.03244614601135254,merch_lat
4,0.029864344745874405,job
5,0.029589390382170677,lat
6,0.025357643142342567,unix_time
7,0.02528376318514347,long
8,0.02186223678290844,merch_long
9,0.017483532428741455,cc_num
10,0.015427743084728718,trans_num
